,f,P
1483,-127.587890625,-186.2778448202767
1484,-127.5390625,-188.239177121443
1485,-127.490234375,-191.09157768392106
1486,-127.44140625,-188.88247162630108
1487,-127.392578125,-188.88822714740812
1488,-127.34375,-188.11408293753271
1489,-127.294921875,-187.5854601525497
1490,-127.24609375,-188.41680600840562
1491,-127.197265625,-185.14774206395404
1492,-127.1484375,-186.24799997777748
1493,-127.099609375,-188.1442152493659
1494,-127.05078125,-189.47877813392006
1495,-127.001953125,-189.09336110257584
1496,-126.953125,-187.90605050764162
1497,-126.904296875,-185.37561443492555
1498,-126.85546875,-186.21211288584894
1499,-126.806640625,-188.76929685794158
1500,-126.7578125,-187.30807452517976
1501,-126.708984375,-184.92807212622156
1502,-126.66015625,-185.37574321653986
1503,-126.611328125,-189.25674064830477
1504,-126.5625,-189.63439521601595
1505,-126.513671875,-187.06416926862858
1506,-126.46484375,-189.0992582774397
1507,-126.416015625,-190.47927683441543
1508,-126.3671875,-186.1204106146398
1509,-126.318359375,-188.40693745994741
1510,-126.26953125,-189.77854364772
1511,-126.220703125,-187.67354640192903
1512,-126.171875,-188.2332570637554
1513,-126.123046875,-186.68667832176553
1514,-126.07421875,-187.09836874241043
1515,-126.025390625,-189.33704089891665
1516,-125.9765625,-185.6513381600064
1517,-125.927734375,-188.43514799178604
1518,-125.87890625,-188.83463182412783
1519,-125.830078125,-189.23730178642427
1520,-125.78125,-185.6615269594053
1521,-125.732421875,-186.38106825970564
1522,-125.68359375,-188.89566764403042
1523,-125.634765625,-186.83935562804487
1524,-125.5859375,-188.60863373715736
1525,-125.537109375,-190.38433693814085
1526,-125.48828125,-188.27758760909313
1527,-125.439453125,-188.62745873195777
1528,-125.390625,-185.73572390989804
1529,-125.341796875,-186.156997523453
1530,-125.29296875,-189.1820238177447
1531,-125.244140625,-187.6951331416147
1532,-125.1953125,-187.3053404065797
1533,-125.146484375,-187.8375637255901
1534,-125.09765625,-188.163935152207
1535,-125.048828125,-185.85207533708723
1536,-125.0,-188.32186615748756
1537,-124.951171875,-186.85266579183184
1538,-124.90234375,-187.6391539269927
1539,-124.853515625,-188.95275471381012
1540,-124.8046875,-187.82782960603967
1541,-124.755859375,-184.81420880414024
1542,-124.70703125,-186.1834087809288
1543,-124.658203125,-190.19549411133784
1544,-124.609375,-188.0460561744302
1545,-124.560546875,-186.9068838179348
1546,-124.51171875,-186.65085879468188
1547,-124.462890625,-186.68738440607262
1548,-124.4140625,-187.05161322449308
1549,-124.365234375,-188.45983590597677
1550,-124.31640625,-185.26542003028118
1551,-124.267578125,-185.8432494995229
1552,-124.21875,-188.8489967255379
1553,-124.169921875,-184.92958568708949
1554,-124.12109375,-187.99964045518732
1555,-124.072265625,-185.42526004930366
1556,-124.0234375,-187.2906336394194
1557,-123.974609375,-189.32388144248335
1558,-123.92578125,-186.7964727637461
1559,-123.876953125,-188.15688141708776
1560,-123.828125,-188.69936408665535
1561,-123.779296875,-188.21517454758376
1562,-123.73046875,-188.46837166793404
1563,-123.681640625,-189.9852793113297
1564,-123.6328125,-188.80478644163202
1565,-123.583984375,-186.12677933687655
1566,-123.53515625,-188.6100889455422
1567,-123.486328125,-185.11110718392496
1568,-123.4375,-189.6850896955633
1569,-123.388671875,-188.85416973703335
1570,-123.33984375,-186.85185040879333
1571,-123.291015625,-188.1107432144881
1572,-123.2421875,-186.00697325242874
1573,-123.193359375,-189.76837670045484
1574,-123.14453125,-189.64356414530135
1575,-123.095703125,-188.42609502233623
1576,-123.046875,-190.5108294859314
1577,-122.998046875,-186.92917607280305
1578,-122.94921875,-185.75683163237971
1579,-122.900390625,-185.9886180639191
1580,-122.8515625,-189.3622509517787
1581,-122.802734375,-187.5333328116907
1582,-122.75390625,-186.40115060154352
1583,-122.705078125,-189.6286623670311
1584,-122.65625,-187.56337211860946
1585,-122.607421875,-185.36599258085027
1586,-122.55859375,-188.37217061716666
1587,-122.509765625,-187.69463317536514
1588,-122.4609375,-186.76392941728704
1589,-122.412109375,-188.99378761883293
1590,-122.36328125,-185.47445238802163
1591,-122.314453125,-186.84593777955558
1592,-122.265625,-184.73975405164316
1593,-122.216796875,-186.16750049557842
1594,-122.16796875,-189.54233350089837
1595,-122.119140625,-183.93055008943654
1596,-122.0703125,-186.7320446457773
1597,-122.021484375,-188.90214496524075
1598,-121.97265625,-186.45551050184375
1599,-121.923828125,-189.02227803756304
1600,-121.875,-187.68335292286667
1601,-121.826171875,-185.0182277644116
1602,-121.77734375,-188.197470817727
1603,-121.728515625,-185.90189134958607
1604,-121.6796875,-185.32077582088243
1605,-121.630859375,-188.56710889187573
1606,-121.58203125,-186.5633730151232
1607,-121.533203125,-186.71969858391316
1608,-121.484375,-183.6923680806264
1609,-121.435546875,-186.97189946237438
1610,-121.38671875,-185.34526950415497
1611,-121.337890625,-187.5357990137292
1612,-121.2890625,-189.1891883451067
1613,-121.240234375,-188.14865943317358
1614,-121.19140625,-188.08822871776056
1615,-121.142578125,-187.18965678845834
1616,-121.09375,-185.39392086961695
1617,-121.044921875,-184.7509141005283
1618,-120.99609375,-186.33295635529853
1619,-120.947265625,-189.82008123925644
1620,-120.8984375,-186.4614052885617
1621,-120.849609375,-187.34184103677669
1622,-120.80078125,-188.50882920133216
1623,-120.751953125,-186.25791523255492
1624,-120.703125,-185.60416969072622
1625,-120.654296875,-186.47637334898698
1626,-120.60546875,-186.45331245166233
1627,-120.556640625,-187.50734125477268
1628,-120.5078125,-187.09767472002912
1629,-120.458984375,-190.45173346728257
1630,-120.41015625,-187.67651456955429
1631,-120.361328125,-189.0957866494301
1632,-120.3125,-188.5964636364019
1633,-120.263671875,-190.33392342242917
1634,-120.21484375,-188.4266331228404
1635,-120.166015625,-188.94361496982927
1636,-120.1171875,-187.49442086317504
1637,-120.068359375,-186.8971958502674
1638,-120.01953125,-188.76130322137732
1639,-119.970703125,-187.85002450392173
1640,-119.921875,-187.8513487394597
1641,-119.873046875,-187.57539103859457
1642,-119.82421875,-187.6224902761524
1643,-119.775390625,-187.62997471096983
1644,-119.7265625,-190.01105637289103
1645,-119.677734375,-185.47442799318424
1646,-119.62890625,-190.12804183824156
1647,-119.580078125,-184.29808698663396
1648,-119.53125,-187.44676438434362
1649,-119.482421875,-186.4365848041284
1650,-119.43359375,-189.52981560166205
1651,-119.384765625,-188.15702099621853
1652,-119.3359375,-187.61678185617038
1653,-119.287109375,-187.6494109238711
1654,-119.23828125,-189.23378568521653
1655,-119.189453125,-188.9925839205122
1656,-119.140625,-188.52914642515785
1657,-119.091796875,-188.5131245666227
1658,-119.04296875,-190.39627462533278
1659,-118.994140625,-186.63693680638326
1660,-118.9453125,-187.94044431093258
1661,-118.896484375,-186.63634728373376
1662,-118.84765625,-188.83092933827353
1663,-118.798828125,-187.62087513431638
1664,-118.75,-188.8546293310698
1665,-118.701171875,-187.64884269029824
1666,-118.65234375,-186.80314942020374
1667,-118.603515625,-189.5341134233735
1668,-118.5546875,-187.5503022067124
1669,-118.505859375,-188.5177457316378
1670,-118.45703125,-188.86827912254032
1671,-118.408203125,-186.51096739007758
1672,-118.359375,-185.3996031949379
1673,-118.310546875,-189.13515881157463
1674,-118.26171875,-187.5951549183855
1675,-118.212890625,-188.82042686099422
1676,-118.1640625,-186.73805297811995
1677,-118.115234375,-187.12929370201263
1678,-118.06640625,-187.2254528326081
1679,-118.017578125,-188.77806104962366
1680,-117.96875,-188.66785212413023
1681,-117.919921875,-189.8611537547453
1682,-117.87109375,-189.02850926571634
1683,-117.822265625,-186.56498310763817
1684,-117.7734375,-184.00173394375406
1685,-117.724609375,-189.57963350597464
1686,-117.67578125,-184.86311548129692
1687,-117.626953125,-188.33929610897124
1688,-117.578125,-187.76504126271908
1689,-117.529296875,-188.20788490179936
1690,-117.48046875,-188.00112880867744
1691,-117.431640625,-185.65614871169038
1692,-117.3828125,-189.3566720146873
1693,-117.333984375,-187.97503665850306
1694,-117.28515625,-188.15777001068003
1695,-117.236328125,-187.0066750834566
1696,-117.1875,-187.533542197916
1697,-117.138671875,-191.51190937402225
1698,-117.08984375,-190.02175729160783
1699,-117.041015625,-190.3786033141133
1700,-116.9921875,-186.86369740147583
1701,-116.943359375,-187.53780772561984
1702,-116.89453125,-186.9413681745422
1703,-116.845703125,-184.84795311356504
1704,-116.796875,-186.26043334728456
1705,-116.748046875,-188.67885803593822
1706,-116.69921875,-188.4642542121477
1707,-116.650390625,-185.22399176537724
1708,-116.6015625,-187.94120969623697
1709,-116.552734375,-188.1301170154081
1710,-116.50390625,-188.22389660015645
1711,-116.455078125,-189.90447272193333
1712,-116.40625,-186.89707231676778
1713,-116.357421875,-187.46041642525992
1714,-116.30859375,-188.5922494380123
1715,-116.259765625,-189.50945522739283
1716,-116.2109375,-186.58272343939953
1717,-116.162109375,-187.37256886672145
1718,-116.11328125,-188.23315020196685
1719,-116.064453125,-189.54442274032806
1720,-116.015625,-186.37723405315927
1721,-115.966796875,-186.22519645116625
1722,-115.91796875,-186.32253819665053
1723,-115.869140625,-187.4714506583128
1724,-115.8203125,-184.10382514493384
1725,-115.771484375,-186.61658351853373
1726,-115.72265625,-186.68712092789505
1727,-115.673828125,-188.75195248838972
1728,-115.625,-189.23991775126206
1729,-115.576171875,-191.63205610871242
1730,-115.52734375,-188.26910742220127
1731,-115.478515625,-189.60918256975464
1732,-115.4296875,-186.8462255058567
1733,-115.380859375,-187.92926929174266
1734,-115.33203125,-186.8954312900386
1735,-115.283203125,-189.39395841871243
1736,-115.234375,-188.0142851106345
1737,-115.185546875,-183.99869231304663
1738,-115.13671875,-187.95704257993012
1739,-115.087890625,-190.40279501632708
1740,-115.0390625,-187.87917820713923
1741,-114.990234375,-189.40671839534727
1742,-114.94140625,-188.79145939673958
1743,-114.892578125,-189.31067315330478
1744,-114.84375,-186.19955708559036
1745,-114.794921875,-188.63979516390324
1746,-114.74609375,-187.83752650289597
1747,-114.697265625,-187.51759547805463
1748,-114.6484375,-185.70586108706937
1749,-114.599609375,-188.26119646239232
1750,-114.55078125,-185.58340774166666
1751,-114.501953125,-186.03289461944453
1752,-114.453125,-188.0812251613767
1753,-114.404296875,-188.66295319083
1754,-114.35546875,-186.3968665340446
1755,-114.306640625,-187.73135032919856
1756,-114.2578125,-185.73690627281943
1757,-114.208984375,-185.23391117920298
1758,-114.16015625,-186.9071532633525
1759,-114.111328125,-185.35941182250343
1760,-114.0625,-186.74995203653947
1761,-114.013671875,-188.2036981164884
1762,-113.96484375,-188.74050999005044
1763,-113.916015625,-186.85225908531447
1764,-113.8671875,-187.16669065408803
1765,-113.818359375,-187.07527781589144
1766,-113.76953125,-188.85276781793374
1767,-113.720703125,-186.27313614801648
1768,-113.671875,-188.22112226343964
1769,-113.623046875,-188.23287160901148
1770,-113.57421875,-188.29264827089818
1771,-113.525390625,-185.98651236779875
1772,-113.4765625,-188.415835375055
1773,-113.427734375,-186.17701828753445
1774,-113.37890625,-187.48413277931587
1775,-113.330078125,-184.42540733667133
1776,-113.28125,-185.95998259748512
1777,-113.232421875,-187.16917425081584
1778,-113.18359375,-185.98997747339467
1779,-113.134765625,-186.56764618103708
1780,-113.0859375,-187.74032176838784
1781,-113.037109375,-187.41923209449448
1782,-112.98828125,-188.43052111603524
1783,-112.939453125,-185.38039448622152
1784,-112.890625,-186.46811235760276
1785,-112.841796875,-185.9452474438496
1786,-112.79296875,-189.53781663749163
1787,-112.744140625,-186.84576262244676
1788,-112.6953125,-187.07459521428595
1789,-112.646484375,-188.643766575873
1790,-112.59765625,-186.7285002937048
1791,-112.548828125,-186.94660586468507
1792,-112.5,-186.91721505541148
1793,-112.451171875,-189.28775868683286
1794,-112.40234375,-186.5896582421427
1795,-112.353515625,-184.51413262608938
1796,-112.3046875,-185.50512000256919
1797,-112.255859375,-188.1678354009225
1798,-112.20703125,-184.50240271942565
1799,-112.158203125,-185.85713598785594
1800,-112.109375,-189.07991833207052
1801,-112.060546875,-188.9529100861979
1802,-112.01171875,-186.73836982652554
1803,-111.962890625,-187.66502261817115
1804,-111.9140625,-187.176823427036
1805,-111.865234375,-186.99963327338588
1806,-111.81640625,-187.36631417337816
1807,-111.767578125,-187.70002569429263
1808,-111.71875,-188.44731393289828
1809,-111.669921875,-185.14864655727385
1810,-111.62109375,-185.04141270264086
1811,-111.572265625,-187.26107949653164
1812,-111.5234375,-188.9004855069528
1813,-111.474609375,-187.66275681484677
1814,-111.42578125,-188.73467276672986
1815,-111.376953125,-185.91516087142466
1816,-111.328125,-190.10299201417
1817,-111.279296875,-185.9020081111755
1818,-111.23046875,-185.31080379012084
1819,-111.181640625,-184.82566405503673
1820,-111.1328125,-188.25224448067883
1821,-111.083984375,-187.86042337100025
1822,-111.03515625,-187.17566704842739
1823,-110.986328125,-185.666586187371
1824,-110.9375,-185.87570529052033
1825,-110.888671875,-190.65481317205902
1826,-110.83984375,-188.72525355313468
1827,-110.791015625,-188.92996476373068
1828,-110.7421875,-185.15379039084797
1829,-110.693359375,-184.94135439270826
1830,-110.64453125,-189.3791250925317
1831,-110.595703125,-187.8765393005957
1832,-110.546875,-188.25040274668575
1833,-110.498046875,-187.54804844722017
1834,-110.44921875,-187.84618485751167
1835,-110.400390625,-185.4219156089911
1836,-110.3515625,-187.11202005113168
1837,-110.302734375,-187.65982248043917
1838,-110.25390625,-186.25338799314284
1839,-110.205078125,-186.85892138607346
1840,-110.15625,-188.12699529536914
1841,-110.107421875,-189.79141770801914
1842,-110.05859375,-186.7635283473073
1843,-110.009765625,-186.33628853595832
1844,-109.9609375,-186.74435168203794
1845,-109.912109375,-187.15205834650914
1846,-109.86328125,-186.88549893723172
1847,-109.814453125,-186.72940913102065
1848,-109.765625,-188.7221080518057
1849,-109.716796875,-185.69602531325614
1850,-109.66796875,-188.9503035595138
1851,-109.619140625,-187.33242006866672
1852,-109.5703125,-187.50973655850004
1853,-109.521484375,-189.15439760269464
1854,-109.47265625,-188.9460087223817
1855,-109.423828125,-187.68177547210126
1856,-109.375,-186.97858657072632
1857,-109.326171875,-187.1677587090764
1858,-109.27734375,-188.89749728835974
1859,-109.228515625,-186.49662752930698
1860,-109.1796875,-187.92739890282294
1861,-109.130859375,-184.2595093024018
1862,-109.08203125,-187.85381730601014
1863,-109.033203125,-187.27195318831832
1864,-108.984375,-189.19884177631442
1865,-108.935546875,-188.01672741202202
1866,-108.88671875,-187.59062159588754
1867,-108.837890625,-188.68972629812757
1868,-108.7890625,-189.09151213692766
1869,-108.740234375,-190.44859762336216
1870,-108.69140625,-186.21941362180897
1871,-108.642578125,-187.15693053403456
1872,-108.59375,-188.34492085973633
1873,-108.544921875,-187.79549885394616
1874,-108.49609375,-188.27065166994663
1875,-108.447265625,-186.25806810941273
1876,-108.3984375,-186.0061541148299
1877,-108.349609375,-184.31332144863896
1878,-108.30078125,-187.68783124820834
1879,-108.251953125,-186.42375167692487
1880,-108.203125,-187.31232598575338
1881,-108.154296875,-189.63654812717624
1882,-108.10546875,-189.40450100010068
1883,-108.056640625,-186.06781335494594
1884,-108.0078125,-185.32643476765705
1885,-107.958984375,-187.60043507534368
1886,-107.91015625,-188.8166788767746
1887,-107.861328125,-187.93250314161784
