,f,P
3687,-19.970703125,-80.48000140847375
3688,-19.921875,-81.10220368878282
3689,-19.873046875,-82.24371142253487
3690,-19.82421875,-83.28663577333086
3691,-19.775390625,-83.11905723404357
3692,-19.7265625,-83.12393568924595
3693,-19.677734375,-83.76557168867782
3694,-19.62890625,-83.07350935164732
3695,-19.580078125,-81.32831016927206
3696,-19.53125,-81.91743131788493
3697,-19.482421875,-84.01403847360265
3698,-19.43359375,-84.97513905112373
3699,-19.384765625,-85.21646143588613
3700,-19.3359375,-80.38589446796178
3701,-19.287109375,-84.3130931433621
3702,-19.23828125,-79.53320457078854
3703,-19.189453125,-83.37076842190447
3704,-19.140625,-81.8754947118271
3705,-19.091796875,-84.48681632982147
3706,-19.04296875,-83.18402248405224
3707,-18.994140625,-84.05680095882009
3708,-18.9453125,-84.82351261067252
3709,-18.896484375,-81.84962413229395
3710,-18.84765625,-87.72881738445295
3711,-18.798828125,-84.84158645140077
3712,-18.75,-85.77559423754309
3713,-18.701171875,-86.67443502554816
3714,-18.65234375,-85.39939482668515
3715,-18.603515625,-87.32156679090741
3716,-18.5546875,-85.76556190416646
3717,-18.505859375,-85.06099191156083
3718,-18.45703125,-83.99899165346946
3719,-18.408203125,-84.02502483945376
3720,-18.359375,-86.606241226837
3721,-18.310546875,-84.6769459858407
3722,-18.26171875,-82.7625224986268
3723,-18.212890625,-89.76570975554365
3724,-18.1640625,-85.95671555829433
3725,-18.115234375,-89.6347820364479
3726,-18.06640625,-87.16583913894978
3727,-18.017578125,-86.31590998953419
3728,-17.96875,-88.5949850107291
3729,-17.919921875,-88.79936782144627
3730,-17.87109375,-89.82477778268921
3731,-17.822265625,-90.71028522457186
3732,-17.7734375,-87.56561859735478
3733,-17.724609375,-86.12093858900565
3734,-17.67578125,-89.74722114877984
3735,-17.626953125,-91.18170314547348
3736,-17.578125,-90.05768084739252
3737,-17.529296875,-88.34323840373015
3738,-17.48046875,-92.82738455891096
3739,-17.431640625,-91.14797759725509
3740,-17.3828125,-90.38559228924271
3741,-17.333984375,-93.65459658580643
3742,-17.28515625,-93.58903979760703
3743,-17.236328125,-97.2641677627033
3744,-17.1875,-93.26634885786558
3745,-17.138671875,-93.02724030789693
3746,-17.08984375,-97.63499115525528
3747,-17.041015625,-95.76221823946553
3748,-16.9921875,-97.229329749833
3749,-16.943359375,-101.73493530647215
3750,-16.89453125,-98.90369477346987
3751,-16.845703125,-103.98395665250452
3752,-16.796875,-103.81843186565617
3753,-16.748046875,-104.42836518686579
3754,-16.69921875,-104.23776832765549
3755,-16.650390625,-109.83452575038663
3756,-16.6015625,-187.14031574380135
3757,-16.552734375,-188.3360130080837
3758,-16.50390625,-187.20627627473985
3759,-16.455078125,-188.6037919200702
3760,-16.40625,-185.98460403625066
3761,-16.357421875,-189.01600208121533
3762,-16.30859375,-187.67548813245048
3763,-16.259765625,-186.19504433542545
3764,-16.2109375,-188.89762790539882
3765,-16.162109375,-189.27715418901414
3766,-16.11328125,-188.12646127076462
3767,-16.064453125,-189.5316201230919
3768,-16.015625,-188.59167472347403
3769,-15.966796875,-189.53828807525178
3770,-15.91796875,-190.0838950102675
3771,-15.869140625,-184.1432789211618
3772,-15.8203125,-188.1994159205685
3773,-15.771484375,-186.68331817234747
3774,-15.72265625,-186.497261949854
3775,-15.673828125,-186.82941728849175
3776,-15.625,-187.2258453849634
3777,-15.576171875,-189.4172086635817
3778,-15.52734375,-191.09845336791514
3779,-15.478515625,-187.1059879483627
3780,-15.4296875,-187.38406834207842
3781,-15.380859375,-185.58853328560303
3782,-15.33203125,-189.48388635513717
3783,-15.283203125,-186.76599176089454
3784,-15.234375,-188.24685997612272
3785,-15.185546875,-186.16574777308983
3786,-15.13671875,-189.18660520973228
3787,-15.087890625,-187.60302631262445
3788,-15.0390625,-187.65075536191213
3789,-14.990234375,-184.30114390384782
3790,-14.94140625,-186.48720331624972
3791,-14.892578125,-188.747628142593
3792,-14.84375,-186.68255898080147
3793,-14.794921875,-188.92494109222392
3794,-14.74609375,-186.2789000596224
3795,-14.697265625,-187.14498442414407
3796,-14.6484375,-187.15840559106547
3797,-14.599609375,-187.84500753233132
3798,-14.55078125,-190.9337181889029
3799,-14.501953125,-185.32258022592447
3800,-14.453125,-189.4084763108978
3801,-14.404296875,-186.78576412625594
3802,-14.35546875,-188.41723193104016
3803,-14.306640625,-187.1013142916983
3804,-14.2578125,-189.24802869770474
3805,-14.208984375,-186.82530284611357
3806,-14.16015625,-185.71507697746205
3807,-14.111328125,-188.45007756511976
3808,-14.0625,-187.52527731571368
3809,-14.013671875,-186.63747646660553
3810,-13.96484375,-186.0965745076208
3811,-13.916015625,-191.09897895345708
3812,-13.8671875,-188.39470705839727
3813,-13.818359375,-188.02939281678923
3814,-13.76953125,-186.1469827730306
3815,-13.720703125,-186.7692633614151
3816,-13.671875,-187.87442904097588
3817,-13.623046875,-185.59789450086444
3818,-13.57421875,-187.3489637560994
3819,-13.525390625,-185.7952559047127
3820,-13.4765625,-189.23747692365959
3821,-13.427734375,-187.4641362299138
3822,-13.37890625,-190.61444292100597
3823,-13.330078125,-184.39058826816324
3824,-13.28125,-188.9329565169208
3825,-13.232421875,-189.19350483055908
3826,-13.18359375,-187.0262182483624
3827,-13.134765625,-186.70754780821014
3828,-13.0859375,-186.93862682812897
3829,-13.037109375,-186.79849659620814
3830,-12.98828125,-189.60301017544063
3831,-12.939453125,-185.50551870948118
3832,-12.890625,-185.6394439989661
3833,-12.841796875,-186.599914754409
3834,-12.79296875,-186.41433292501443
3835,-12.744140625,-188.82040193057512
3836,-12.6953125,-186.6789052183601
3837,-12.646484375,-187.7797362280838
3838,-12.59765625,-188.29481209442443
3839,-12.548828125,-184.52967939342153
3840,-12.5,-185.28601544282174
3841,-12.451171875,-188.6259970575966
3842,-12.40234375,-189.81407384646306
3843,-12.353515625,-187.22711488921547
3844,-12.3046875,-187.82062629749544
3845,-12.255859375,-190.10278097332377
3846,-12.20703125,-187.5967121625329
3847,-12.158203125,-183.98221593754687
3848,-12.109375,-185.6834265169446
3849,-12.060546875,-185.45118894571556
3850,-12.01171875,-187.28176321917562
3851,-11.962890625,-186.40443061132518
3852,-11.9140625,-186.85200189600272
3853,-11.865234375,-186.69623726623206
3854,-11.81640625,-184.85552713310892
3855,-11.767578125,-188.01095701291774
3856,-11.71875,-186.6275321632279
3857,-11.669921875,-188.5560954531455
3858,-11.62109375,-189.75706835870844
3859,-11.572265625,-188.1622285582306
3860,-11.5234375,-186.46319078322435
3861,-11.474609375,-188.40182402359903
3862,-11.42578125,-187.37124364215705
3863,-11.376953125,-186.4897683827951
3864,-11.328125,-188.83941841052584
3865,-11.279296875,-186.40905857050643
3866,-11.23046875,-184.52296738712903
3867,-11.181640625,-185.91633424053757
3868,-11.1328125,-186.8059538162526
3869,-11.083984375,-188.89397350084147
3870,-11.03515625,-188.76026999278463
3871,-10.986328125,-188.1178763123803
3872,-10.9375,-189.71771560895772
3873,-10.888671875,-186.22586021433042
3874,-10.83984375,-185.81402810914727
3875,-10.791015625,-191.22579245936095
3876,-10.7421875,-188.63580260923138
3877,-10.693359375,-186.08338918705562
3878,-10.64453125,-187.73301667743686
3879,-10.595703125,-187.62934006384396
3880,-10.546875,-189.19869037852223
3881,-10.498046875,-187.6168828133735
3882,-10.44921875,-187.60154133605243
3883,-10.400390625,-188.68212218946536
3884,-10.3515625,-186.15692464607406
3885,-10.302734375,-189.55278343036014
3886,-10.25390625,-187.63201229379717
3887,-10.205078125,-188.19731583333555
3888,-10.15625,-186.85760095435543
3889,-10.107421875,-189.70764635642146
3890,-10.05859375,-188.10210476523247
3891,-10.009765625,-188.73727768172088
3892,-9.9609375,-186.3198838384633
3893,-9.912109375,-187.60048277645086
3894,-9.86328125,-186.10261564396762
3895,-9.814453125,-189.54368281451022
3896,-9.765625,-188.29294865469234
3897,-9.716796875,-187.38393568688113
3898,-9.66796875,-187.21881509516112
3899,-9.619140625,-187.09763939004225
3900,-9.5703125,-187.20180402854012
3901,-9.521484375,-188.60874187277668
3902,-9.47265625,-184.77807853572494
3903,-9.423828125,-188.55103174167456
3904,-9.375,-186.9812844036727
3905,-9.326171875,-187.5334414033185
3906,-9.27734375,-189.75400245647572
3907,-9.228515625,-187.131009181852
3908,-9.1796875,-188.00107862149395
3909,-9.130859375,-187.22976587218122
3910,-9.08203125,-185.66008595121062
3911,-9.033203125,-188.79970703709654
3912,-8.984375,-186.37495996574023
3913,-8.935546875,-186.06494885611977
3914,-8.88671875,-189.07901403565043
3915,-8.837890625,-187.08606685177205
3916,-8.7890625,-188.18347619257625
3917,-8.740234375,-185.5642517117361
3918,-8.69140625,-187.05498142009415
3919,-8.642578125,-184.88272829682464
3920,-8.59375,-190.62409586233213
3921,-8.544921875,-186.7186232999618
3922,-8.49609375,-187.95253700574872
3923,-8.447265625,-188.93548660706
3924,-8.3984375,-188.97724206308558
3925,-8.349609375,-186.87915117428523
3926,-8.30078125,-188.19136958477702
3927,-8.251953125,-186.58253559071582
3928,-8.203125,-185.37766952227588
3929,-8.154296875,-186.15828267973959
3930,-8.10546875,-187.3481204570318
3931,-8.056640625,-188.86764413959588
3932,-8.0078125,-190.31273252042192
3933,-7.958984375,-188.53117321290927
3934,-7.91015625,-186.96065113076904
3935,-7.861328125,-188.04990305330372
3936,-7.8125,-188.36835999561004
3937,-7.763671875,-186.42812411670315
3938,-7.71484375,-188.3320079878776
3939,-7.666015625,-187.00319863415132
3940,-7.6171875,-190.0313029751934
3941,-7.568359375,-190.5469907058546
3942,-7.51953125,-185.55113072987518
3943,-7.470703125,-188.27200164174485
3944,-7.421875,-188.1538743210036
3945,-7.373046875,-186.20511540661846
3946,-7.32421875,-189.0703880767805
3947,-7.275390625,-187.73773869092182
3948,-7.2265625,-185.63184326870103
3949,-7.177734375,-186.94229774746537
3950,-7.12890625,-187.4726002344202
3951,-7.080078125,-185.2981462840826
3952,-7.03125,-184.45584613599385
3953,-6.982421875,-190.50377430140233
3954,-6.93359375,-186.98117444624197
3955,-6.884765625,-189.8302082970119
3956,-6.8359375,-187.23027211431392
3957,-6.787109375,-186.5769349025441
3958,-6.73828125,-187.92379833464304
3959,-6.689453125,-188.4530203404555
3960,-6.640625,-188.2570428673336
3961,-6.591796875,-188.01093192951583
3962,-6.54296875,-186.3533468510028
3963,-6.494140625,-185.34940855228407
3964,-6.4453125,-187.15740307529109
3965,-6.396484375,-188.8508889765301
3966,-6.34765625,-188.89727918512335
3967,-6.298828125,-183.44855464780733
3968,-6.25,-187.76963854354128
3969,-6.201171875,-186.88347574326303
3970,-6.15234375,-190.38516618968282
3971,-6.103515625,-187.17226650784445
3972,-6.0546875,-188.5782887579813
3973,-6.005859375,-186.09224466506006
3974,-5.95703125,-186.41877728721406
3975,-5.908203125,-188.74343234626906
3976,-5.859375,-186.41488539605888
3977,-5.810546875,-187.75695610341296
3978,-5.76171875,-187.4345458495479
3979,-5.712890625,-188.39666910629543
3980,-5.6640625,-189.3152445169239
3981,-5.615234375,-186.9737645957973
3982,-5.56640625,-189.9810646254508
3983,-5.517578125,-185.96274907029334
3984,-5.46875,-187.8250096639735
3985,-5.419921875,-189.57385881897943
3986,-5.37109375,-189.4123844776584
3987,-5.322265625,-188.43279901585572
3988,-5.2734375,-184.48630902038389
3989,-5.224609375,-186.62082591245664
3990,-5.17578125,-186.6314171597756
3991,-5.126953125,-189.27685338351745
3992,-5.078125,-187.04775599337108
3993,-5.029296875,-187.59375717064285
3994,-4.98046875,-186.50335361544956
3995,-4.931640625,-185.5081063602878
3996,-4.8828125,-188.17078584749694
3997,-4.833984375,-188.0798877070285
3998,-4.78515625,-191.80895263010552
3999,-4.736328125,-187.2621918547792
4000,-4.6875,-189.6984022853208
4001,-4.638671875,-188.95287205750003
4002,-4.58984375,-187.29200554287902
4003,-4.541015625,-188.16910436619227
4004,-4.4921875,-188.67509585522689
4005,-4.443359375,-187.07946455203506
4006,-4.39453125,-191.19143936839083
4007,-4.345703125,-190.30799248178081
4008,-4.296875,-185.64312290849654
4009,-4.248046875,-184.71484243010866
4010,-4.19921875,-190.97456585608185
4011,-4.150390625,-186.9435209961452
4012,-4.1015625,-190.4271935431128
4013,-4.052734375,-186.445310541759
4014,-4.00390625,-188.68893366754372
4015,-3.955078125,-190.1893520613209
4016,-3.90625,-188.73278876180993
4017,-3.857421875,-189.46601001326124
4018,-3.80859375,-188.10122385854956
4019,-3.759765625,-185.67577292334684
4020,-3.7109375,-188.88707699647932
4021,-3.662109375,-188.0144418315882
4022,-3.61328125,-187.56575865523703
4023,-3.564453125,-185.85275565090816
4024,-3.515625,-189.4745774959464
4025,-3.466796875,-189.9710613558228
4026,-3.41796875,-190.7398577839828
4027,-3.369140625,-187.78919991352922
4028,-3.3203125,-186.0662957647462
4029,-3.271484375,-186.4142429158632
4030,-3.22265625,-185.60915623872663
4031,-3.173828125,-187.34206350517007
4032,-3.125,-185.92877164145747
4033,-3.076171875,-191.05319444761923
4034,-3.02734375,-186.35095535596935
4035,-2.978515625,-187.85444046087974
4036,-2.9296875,-183.41553603592794
4037,-2.880859375,-188.32136529626035
4038,-2.83203125,-186.64779016421622
4039,-2.783203125,-189.41281817261253
4040,-2.734375,-187.3935525777314
4041,-2.685546875,-190.378832101469
4042,-2.63671875,-188.3163046378883
4043,-2.587890625,-189.3228990732552
4044,-2.5390625,-186.20645318749564
4045,-2.490234375,-187.05731725008934
4046,-2.44140625,-185.87270395053457
4047,-2.392578125,-185.69062476001858
4048,-2.34375,-188.63916515491107
4049,-2.294921875,-188.28208884723134
4050,-2.24609375,-188.48469050594602
4051,-2.197265625,-187.57180779994604
4052,-2.1484375,-188.41066600918742
4053,-2.099609375,-188.14083175013874
4054,-2.05078125,-189.3487858689415
4055,-2.001953125,-187.09356341125766
4056,-1.953125,-186.09896385526898
4057,-1.904296875,-188.13570622878936
4058,-1.85546875,-187.43684672133492
4059,-1.806640625,-185.79000097787946
4060,-1.7578125,-188.87316238605317
4061,-1.708984375,-188.28742251457388
4062,-1.66015625,-187.60253758520452
4063,-1.611328125,-186.4871693677451
4064,-1.5625,-187.29509735697258
4065,-1.513671875,-187.97850148204745
4066,-1.46484375,-189.03226468589145
4067,-1.416015625,-187.5759682961052
4068,-1.3671875,-187.333088867937
4069,-1.318359375,-188.9584965697036
4070,-1.26953125,-189.1379093235437
4071,-1.220703125,-189.4936650711706
4072,-1.171875,-188.26378057667813
4073,-1.123046875,-188.36219928219992
4074,-1.07421875,-190.57890724855773
4075,-1.025390625,-186.62030807085637
4076,-0.9765625,-188.78164174503746
4077,-0.927734375,-186.87932209206144
4078,-0.87890625,-188.4338940302438
4079,-0.830078125,-189.04860937638463
4080,-0.78125,-190.62564153751376
4081,-0.732421875,-187.14800542118982
4082,-0.68359375,-188.90104238880434
4083,-0.634765625,-186.5608112961183
4084,-0.5859375,-190.44623686932297
4085,-0.537109375,-190.66462280809597
4086,-0.48828125,-186.45445580808808
4087,-0.439453125,-185.99796375823558
4088,-0.390625,-185.9711515524589
4089,-0.341796875,-186.95100208733456
4090,-0.29296875,-186.60650460468804
4091,-0.244140625,-186.38919614186352
4092,-0.1953125,-188.44278227902606
4093,-0.146484375,-186.92939246455603
4094,-0.09765625,-186.56938715182213
4095,-0.048828125,-188.16296061621364
4096,0.0,-188.3711075330671
4097,0.048828125,-187.47175016559456
4098,0.09765625,-189.28723809730388
4099,0.146484375,-190.46479968423233
4100,0.1953125,-185.97839308604688
4101,0.244140625,-189.811002295665
4102,0.29296875,-187.397570129807
4103,0.341796875,-187.09251693267342
4104,0.390625,-190.0445995478461
4105,0.439453125,-187.21689592257252
4106,0.48828125,-190.827268235288
4107,0.537109375,-188.6577365730941
4108,0.5859375,-184.57174319879738
4109,0.634765625,-186.2396537006052
4110,0.68359375,-187.08325129612888
4111,0.732421875,-189.10896213611693
4112,0.78125,-191.52574498648767
4113,0.830078125,-187.58073335703838
4114,0.87890625,-186.56255998188865
4115,0.927734375,-187.1511974256292
4116,0.9765625,-188.1292804177351
4117,1.025390625,-188.53830351827062
4118,1.07421875,-185.5982642477493
4119,1.123046875,-186.717359968189
4120,1.171875,-186.60453933369905
4121,1.220703125,-186.60965711544756
4122,1.26953125,-187.2775002252613
4123,1.318359375,-185.22250070383106
4124,1.3671875,-188.13297072837014
4125,1.416015625,-188.74551550450232
4126,1.46484375,-187.6343769902514
4127,1.513671875,-187.5230066225422
4128,1.5625,-188.0996688946641
4129,1.611328125,-189.244500590297
4130,1.66015625,-184.6181068286018
4131,1.708984375,-188.58765803186932
4132,1.7578125,-188.39505516899078
4133,1.806640625,-187.74468614016786
4134,1.85546875,-186.11337254557498
4135,1.904296875,-188.87727352538445
4136,1.953125,-189.15354323461418
4137,2.001953125,-189.34030860404968
4138,2.05078125,-190.03193894826393
4139,2.099609375,-188.4686071513098
4140,2.1484375,-186.53362623537564
4141,2.197265625,-186.60712202321056
4142,2.24609375,-189.21711372758233
4143,2.294921875,-188.4790066499949
4144,2.34375,-189.5404315633019
4145,2.392578125,-186.94666527096098
4146,2.44140625,-188.61637727340994
4147,2.490234375,-187.5986893345754
4148,2.5390625,-187.73963693968184
4149,2.587890625,-186.74986488706494
4150,2.63671875,-186.27976264625914
4151,2.685546875,-191.02880665577123
4152,2.734375,-188.7026926573181
4153,2.783203125,-188.92371601612285
4154,2.83203125,-186.74629343513863
4155,2.880859375,-190.28679691689146
4156,2.9296875,-186.60079069807063
4157,2.978515625,-188.30766309743933
4158,3.02734375,-186.6233251077809
4159,3.076171875,-187.68301315653545
4160,3.125,-185.21941155155397
4161,3.173828125,-186.0621670852714
4162,3.22265625,-191.2794280069704
4163,3.271484375,-187.677472129693
4164,3.3203125,-186.58539515871513
4165,3.369140625,-189.18466498489673
4166,3.41796875,-187.03039579349695
4167,3.466796875,-186.15142708358437
4168,3.515625,-189.53730746451325
4169,3.564453125,-185.58291120259605
4170,3.61328125,-188.37937341821612
4171,3.662109375,-187.6409057014342
4172,3.7109375,-188.88738355396487
4173,3.759765625,-185.84489009513325
4174,3.80859375,-188.5273883544458
4175,3.857421875,-189.2146545232028
4176,3.90625,-187.0704989508438
4177,3.955078125,-189.29997664203339
4178,4.00390625,-185.2462645516127
4179,4.052734375,-187.78574384587532
4180,4.1015625,-190.54987089104267
4181,4.150390625,-188.61588359703939
4182,4.19921875,-189.8278249502895
4183,4.248046875,-188.3898843286896
4184,4.296875,-191.28078386099585
4185,4.345703125,-185.43932153521234
4186,4.39453125,-189.0502047785974
4187,4.443359375,-188.6468297198675
4188,4.4921875,-189.5588142969559
4189,4.541015625,-187.39842796487122
4190,4.58984375,-188.19117415818175
4191,4.638671875,-188.61467604659057
4192,4.6875,-186.4064608242565
4193,4.736328125,-186.19709361228192
4194,4.78515625,-185.21347194164417
4195,4.833984375,-188.91740732238299
4196,4.8828125,-186.466001267493
4197,4.931640625,-187.9544349791456
4198,4.98046875,-187.5969475330223
4199,5.029296875,-185.68806199861598
4200,5.078125,-187.99194390631413
4201,5.126953125,-189.9125055355571
4202,5.17578125,-186.24731455260175
4203,5.224609375,-187.21258880006877
4204,5.2734375,-187.6863933539942
4205,5.322265625,-187.69450430025228
4206,5.37109375,-189.72654375875203
4207,5.419921875,-189.56956363163167
4208,5.46875,-190.14822876086785
4209,5.517578125,-190.85470970427707
4210,5.56640625,-189.07662894429686
4211,5.615234375,-187.58264955914822
4212,5.6640625,-187.8440695232383
4213,5.712890625,-186.96591963113372
4214,5.76171875,-186.72275708220914
4215,5.810546875,-189.36536868543504
4216,5.859375,-186.51262209932128
4217,5.908203125,-188.32415982791795
4218,5.95703125,-187.93647277133078
4219,6.005859375,-185.5762057517726
4220,6.0546875,-186.41085604583964
4221,6.103515625,-187.59973295578664
4222,6.15234375,-186.69672832866308
4223,6.201171875,-189.82996975129177
4224,6.25,-188.23451375021506
4225,6.298828125,-188.0102574591689
4226,6.34765625,-189.32627565854784
4227,6.396484375,-187.44397969629227
4228,6.4453125,-188.52633512524375
4229,6.494140625,-187.47246418244504
4230,6.54296875,-186.88993913674156
4231,6.591796875,-188.38516628850883
4232,6.640625,-187.6080125378715
4233,6.689453125,-187.08854551573123
4234,6.73828125,-187.3597354055808
4235,6.787109375,-190.27233979876652
4236,6.8359375,-185.78566770120736
4237,6.884765625,-187.22578033002807
4238,6.93359375,-188.67045349542204
4239,6.982421875,-188.61270592672489
4240,7.03125,-185.96206529385628
4241,7.080078125,-185.8604957106036
4242,7.12890625,-187.58957245357934
4243,7.177734375,-187.5404195997116
4244,7.2265625,-189.0373021695818
4245,7.275390625,-188.9466097970903
4246,7.32421875,-189.2704800588775
4247,7.373046875,-188.4306623924738
4248,7.421875,-188.83873769031058
4249,7.470703125,-189.13260110378002
4250,7.51953125,-186.3629305266429
4251,7.568359375,-186.2660547189362
4252,7.6171875,-187.4618865219358
4253,7.666015625,-184.5766491187373
4254,7.71484375,-184.9325326035141
4255,7.763671875,-186.482848373508
4256,7.8125,-187.1271802028542
4257,7.861328125,-185.84582789188627
4258,7.91015625,-187.77273951484895
4259,7.958984375,-186.28012651394073
4260,8.0078125,-188.9180256578518
4261,8.056640625,-188.059189697874
4262,8.10546875,-186.3705662538151
4263,8.154296875,-188.6949687198383
4264,8.203125,-185.46471858113264
4265,8.251953125,-187.31549177264594
4266,8.30078125,-186.81348489656963
4267,8.349609375,-186.11478728092348
4268,8.3984375,-185.79297725027487
4269,8.447265625,-185.12099053001094
4270,8.49609375,-189.95387288677315
4271,8.544921875,-188.94524253561366
4272,8.59375,-187.12801234813574
4273,8.642578125,-188.54288899011834
4274,8.69140625,-189.55703647334832
4275,8.740234375,-185.63962720945747
4276,8.7890625,-189.14315425933344
4277,8.837890625,-185.26956894097785
4278,8.88671875,-189.05944120006424
4279,8.935546875,-188.48995863017177
4280,8.984375,-188.25185970662739
4281,9.033203125,-188.75516217430717
4282,9.08203125,-186.10656080553667
4283,9.130859375,-187.94629817787725
4284,9.1796875,-185.21460517723793
4285,9.228515625,-186.54305925502328
4286,9.27734375,-184.79531733308337
4287,9.326171875,-189.46791267441048
4288,9.375,-188.93555295287646
4289,9.423828125,-189.42948448619876
4290,9.47265625,-188.18147375859837
4291,9.521484375,-187.9878978266334
4292,9.5703125,-189.1109217292425
4293,9.619140625,-186.6120854581637
4294,9.66796875,-186.88931654846252
4295,9.716796875,-188.92514686053048
4296,9.765625,-187.80961054062894
4297,9.814453125,-183.97241686475982
4298,9.86328125,-186.0638064612227
4299,9.912109375,-188.16547694606786
4300,9.9609375,-187.30079989795416
4301,10.009765625,-187.64526537284493
4302,10.05859375,-188.05738978073416
4303,10.107421875,-185.89378124287936
4304,10.15625,-188.76611980773293
4305,10.205078125,-187.25274189749774
4306,10.25390625,-184.6949192804527
4307,10.302734375,-188.2628934669441
4308,10.3515625,-187.43735870419255
4309,10.400390625,-187.6555221060977
4310,10.44921875,-187.74815670397916
4311,10.498046875,-189.81551573325936
4312,10.546875,-188.71209029454772
4313,10.595703125,-189.39683314991188
4314,10.64453125,-186.13988412888185
4315,10.693359375,-189.4782914589607
4316,10.7421875,-185.8353143539574
4317,10.791015625,-186.60848563032448
4318,10.83984375,-184.34299254983702
4319,10.888671875,-187.8279862104401
4320,10.9375,-186.70710175624114
4321,10.986328125,-185.00136438250604
4322,11.03515625,-185.72794414651065
4323,11.083984375,-186.77326486530401
4324,11.1328125,-187.0842729718505
4325,11.181640625,-186.24282414787723
4326,11.23046875,-189.92527829681669
4327,11.279296875,-187.11878492358224
4328,11.328125,-186.91630467703746
4329,11.376953125,-186.98767068232286
4330,11.42578125,-189.4436562048059
4331,11.474609375,-189.41166444260534
4332,11.5234375,-188.24497448973798
4333,11.572265625,-185.72169801148763
4334,11.62109375,-190.197690724956
4335,11.669921875,-187.1826913519776
4336,11.71875,-186.60621597334435
4337,11.767578125,-187.67689464966463
4338,11.81640625,-187.32760917806152
4339,11.865234375,-187.3203116705724
4340,11.9140625,-188.0238677946862
4341,11.962890625,-188.7941677744288
4342,12.01171875,-188.5743741096248
4343,12.060546875,-188.86620083857335
4344,12.109375,-186.312240933892
4345,12.158203125,-186.66223485071717
4346,12.20703125,-188.7077371887366
4347,12.255859375,-187.8477718551335
4348,12.3046875,-184.60849388970678
4349,12.353515625,-187.88430682845944
4350,12.40234375,-187.2483652379052
4351,12.451171875,-187.33251613637034
4352,12.5,-188.36809802002955
4353,12.548828125,-186.4318024066522
4354,12.59765625,-185.96997502118552
4355,12.646484375,-186.28489708970739
4356,12.6953125,-189.16786783253514
4357,12.744140625,-186.27921394410274
4358,12.79296875,-188.66170059203105
4359,12.841796875,-187.96207574721035
4360,12.890625,-188.14101833845123
4361,12.939453125,-189.304478351036
4362,12.98828125,-191.3159411942252
4363,13.037109375,-187.93162880240703
4364,13.0859375,-189.61390318180338
4365,13.134765625,-190.03545815318162
4366,13.18359375,-184.21281475378677
4367,13.232421875,-189.4495008158028
4368,13.28125,-188.13627503446205
4369,13.330078125,-185.23881922748907
4370,13.37890625,-191.18390440656293
4371,13.427734375,-187.35813537401606
4372,13.4765625,-188.27788449747615
4373,13.525390625,-190.41466444225773
4374,13.57421875,-186.71670105406557
4375,13.623046875,-186.98669072113657
4376,13.671875,-187.6509161911483
4377,13.720703125,-188.3926397141874
4378,13.76953125,-187.23503061250355
4379,13.818359375,-186.01629765832277
4380,13.8671875,-187.48989499675005
4381,13.916015625,-188.45908698850448
4382,13.96484375,-186.35377150297893
4383,14.013671875,-186.01378308520512
4384,14.0625,-187.4388317724713
4385,14.111328125,-189.21602042909788
4386,14.16015625,-188.2871585019534
4387,14.208984375,-188.5715801707837
4388,14.2578125,-188.0532412144226
4389,14.306640625,-186.62335522032978
4390,14.35546875,-188.27923863993323
4391,14.404296875,-186.906428145707
4392,14.453125,-187.94869590885907
4393,14.501953125,-189.63395203181446
4394,14.55078125,-186.00412598730244
4395,14.599609375,-186.99536808152632
4396,14.6484375,-186.5302924756103
4397,14.697265625,-187.916269870455
4398,14.74609375,-188.16794696789873
4399,14.794921875,-186.92021707833908
4400,14.84375,-189.9545458292458
4401,14.892578125,-190.05059832057003
4402,14.94140625,-185.69523089691918
4403,14.990234375,-186.21897361739133
4404,15.0390625,-188.49631371242106
4405,15.087890625,-187.68825442150586
4406,15.13671875,-186.94600366551455
4407,15.185546875,-189.11767656563774
4408,15.234375,-187.8980043703667
4409,15.283203125,-189.3502496201895
4410,15.33203125,-189.31652624676312
4411,15.380859375,-185.17405545637456
4412,15.4296875,-188.07803095398125
4413,15.478515625,-187.82228720329002
4414,15.52734375,-187.73523107861377
4415,15.576171875,-187.5466282446953
4416,15.625,-188.64578902664584
4417,15.673828125,-187.76542608563503
4418,15.72265625,-187.49383263250672
4419,15.771484375,-185.21514154769127
4420,15.8203125,-190.9299186850409
4421,15.869140625,-186.83280654638233
4422,15.91796875,-187.5104264353615
4423,15.966796875,-188.3554827395813
4424,16.015625,-186.75346210567383
4425,16.064453125,-186.07447228061338
4426,16.11328125,-188.07037308354964
4427,16.162109375,-188.43680062727577
4428,16.2109375,-189.62330540255167
4429,16.259765625,-189.18747282380824
4430,16.30859375,-188.51198249529105
4431,16.357421875,-186.3918178517639
4432,16.40625,-188.15760356814783
4433,16.455078125,-188.43749381531913
4434,16.50390625,-188.44041832133036
4435,16.552734375,-189.644594064612
4436,16.6015625,-187.4665565633727
4437,16.650390625,-185.98220513469292
4438,16.69921875,-188.51831272993147
4439,16.748046875,-189.2055184611445
4440,16.796875,-186.83185489205508
4441,16.845703125,-188.79442410894725
4442,16.89453125,-188.4224910253574
4443,16.943359375,-185.54275271782092
4444,16.9921875,-186.42694892474609
4445,17.041015625,-187.68768413464363
4446,17.08984375,-186.88898336510832
4447,17.138671875,-188.66779426833367
4448,17.1875,-187.727032309454
