Var1,Var2
-0.125,0
-0.12451171875,-1.5707963267949
-0.1240234375,-2.67794504458899
-0.12353515625,-3.21955928742134
-0.123046875,-0.215357699697738
-0.12255859375,-2.82453690038065
-0.1220703125,-1.5707963267949
-0.12158203125,-2.89661399046293
-0.12109375,-4.71238898038469
-0.12060546875,-3.60944191853747
-0.1201171875,-3.9592376994225
-0.11962890625,-3.50319534753906
-0.119140625,-3.52019245531927
-0.11865234375,-3.37538551896206
-0.1181640625,-3.200811868302
-0.11767578125,-3.85188304843592
-0.1171875,-6.52816397030645
-0.11669921875,-3.43453880866856
-0.1162109375,-3.08374221767965
-0.11572265625,-2.74935572718931
-0.115234375,-0.835225651933334
-0.11474609375,-3.02986996578936
-0.1142578125,-1.80348304603078
-0.11376953125,-2.04686565711766
-0.11328125,-2.9562447035941
-0.11279296875,0.0864267636743835
-0.1123046875,2.65047942552462
-0.11181640625,2.97764186731279
-0.111328125,1.54996600675868
-0.11083984375,2.34832063716824
-0.1103515625,3.07156268546108
-0.10986328125,2.43407781554892
-0.109375,1.5707963267949
-0.10888671875,2.74745314109581
-0.1083984375,3.22951962833977
-0.10791015625,2.36904725285161
-0.107421875,-0.33412470180524
-0.10693359375,-2.6245180019423
-0.1064453125,-0.728023793783245
-0.10595703125,-0.200740028985352
-0.10546875,-2.89661399046293
-0.10498046875,-3.66966710201615
-0.1044921875,-3.03293143774921
-0.10400390625,-5.60844436495603
-0.103515625,-3.49414578739997
-0.10302734375,-4.1662224169509
-0.1025390625,-6.49724599074341
-0.10205078125,-4.42451041491
-0.1015625,-4.71238898038469
-0.10107421875,-5.00168853947449
-0.1005859375,-4.39063842598805
-0.10009765625,-6.20160576064312
-0.099609375,-9.1167251797456
-0.09912109375,-6.61001196010953
-0.0986328125,-8.58679673576099
-0.09814453125,-6.81125975560595
-0.09765625,-3.86042265321142
-0.09716796875,-5.95208923047545
-0.0966796875,-3.74387999972476
-0.09619140625,-3.29936139118575
-0.095703125,-4.29416465080546
-0.09521484375,-3.21645250130056
-0.0947265625,-2.65814565202259
-0.09423828125,-3.4581619072022
-0.09375,-4.71238898038469
-0.09326171875,-2.67794504458899
-0.0927734375,-2.6870772108084
-0.09228515625,-3.63801540699467
-0.091796875,-5.45780845665885
-0.09130859375,-3.19155104931174
-0.0908203125,-4.71238898038469
-0.09033203125,-6.61428138388372
-0.08984375,-4.27254639756895
-0.08935546875,-4.43408932137958
-0.0888671875,-2.15879893034246
-0.08837890625,-0.96704699339746
-0.087890625,-2.39964538558388
-0.08740234375,-3.46334320798644
-0.0869140625,-2.97644397617517
-0.08642578125,-4.66461659071966
-0.0859375,-3.80721676587475
-0.08544921875,-4.74598977480068
-0.0849609375,-2.85013585911193
-0.08447265625,-5.96143475278294
-0.083984375,-4.50489275394949
-0.08349609375,-6.52816397030645
-0.0830078125,-3.46334320798644
-0.08251953125,-5.58844703098288
-0.08203125,-3.27959867724731
-0.08154296875,-3.97552055351595
-0.0810546875,-2.78852047955222
-0.08056640625,-2.18847618126627
-0.080078125,-3.17591393493036
-0.07958984375,-3.02204798786168
-0.0791015625,-3.06076725346783
-0.07861328125,-3.80578797553086
-0.078125,-4.05884343228658
-0.07763671875,-4.20648932868879
-0.0771484375,-2.89783350205349
-0.07666015625,-3.07895876848631
-0.076171875,-2.52523579289562
-0.07568359375,-0.154484399164858
-0.0751953125,-2.99876363280624
-0.07470703125,-4.70325681416528
-0.07421875,-3.10827165771155
-0.07373046875,-5.19914682947387
-0.0732421875,-2.26074077585963
-0.07275390625,-0.888360269052649
-0.072265625,2.02740179868739
-0.07177734375,3.70138957315122
-0.0712890625,3.14159265358979
-0.07080078125,6.14676669176306
-0.0703125,9.06042447700446
-0.06982421875,7.39336636069295
-0.0693359375,10.2101761241668
-0.06884765625,11.8047774771468
-0.068359375,9.73095345071408
-0.06787109375,7.65507229992514
-0.0673828125,8.35244104444116
-0.06689453125,7.13222856575503
-0.06640625,8.85211157806354
-0.06591796875,7.72427909681857
-0.0654296875,9.55909940272235
-0.06494140625,7.85398163397448
-0.064453125,8.92061199929023
-0.06396484375,7.61843665325362
-0.0634765625,8.91767945637704
-0.06298828125,8.37034417851399
-0.0625,8.09896029710135
-0.06201171875,8.88348357008335
-0.0615234375,9.80993546713285
-0.06103515625,12.8293653460401
-0.060546875,14.3225148911498
-0.06005859375,14.1371669411541
-0.0595703125,14.6196802361765
-0.05908203125,13.1719152779641
-0.05859375,14.719304509313
-0.05810546875,13.8270890083476
-0.0576171875,15.4796894947109
-0.05712890625,18.1233987037168
-0.056640625,20.7743889593781
-0.05615234375,20.4347604731184
-0.0556640625,20.3484045787703
-0.05517578125,19.1917200539086
-0.0546875,21.4169349863946
-0.05419921875,19.3908608474678
-0.0537109375,18.9416856753929
-0.05322265625,19.5618246544418
-0.052734375,20.9033966734331
-0.05224609375,18.9314039113418
-0.0517578125,20.6414822228732
-0.05126953125,19.6943905269105
-0.05078125,20.4808842681158
-0.05029296875,21.3410389713709
-0.0498046875,22.5805699528483
-0.04931640625,24.4643954242098
-0.048828125,22.0263762862086
-0.04833984375,20.3995604205557
-0.0478515625,22.1718758186917
-0.04736328125,20.5651481750541
-0.046875,20.9011613035068
-0.04638671875,20.6904400108054
-0.0458984375,22.4040124628859
-0.04541015625,20.4370173720476
-0.044921875,21.3552717166752
-0.04443359375,22.7721799540556
-0.0439453125,24.6477293493894
-0.04345703125,27.604118686438
-0.04296875,26.6107812353251
-0.04248046875,27.167185164514
-0.0419921875,27.5323866143022
-0.04150390625,27.3782784977368
-0.041015625,27.4889357189107
-0.04052734375,26.4050386239271
-0.0400390625,27.1217618850925
-0.03955078125,27.2028842771934
-0.0390625,24.8873043026566
-0.03857421875,24.8903722642324
-0.0380859375,24.8934402258082
-0.03759765625,24.896508187384
-0.037109375,24.8995761489597
-0.03662109375,24.9026441105355
-0.0361328125,24.9057120721113
-0.03564453125,24.908780033687
-0.03515625,24.9118479952628
-0.03466796875,24.9149159568386
-0.0341796875,24.9179839184144
-0.03369140625,24.9210518799901
-0.033203125,24.9241198415659
-0.03271484375,24.9271878031417
-0.0322265625,24.9302557647174
-0.03173828125,24.9333237262932
-0.03125,24.936391687869
-0.03076171875,24.9394596494448
-0.0302734375,24.9425276110205
-0.02978515625,24.9455955725963
-0.029296875,24.9486635341721
-0.02880859375,24.9517314957478
-0.0283203125,24.9547994573236
-0.02783203125,24.9578674188994
-0.02734375,24.9609353804752
-0.02685546875,24.9640033420509
-0.0263671875,24.9670713036267
-0.02587890625,24.9701392652025
-0.025390625,24.9732072267782
-0.02490234375,24.976275188354
-0.0244140625,24.9793431499298
-0.02392578125,24.9824111115056
-0.0234375,24.9854790730813
-0.02294921875,24.9885470346571
-0.0224609375,24.9916149962329
-0.02197265625,24.9946829578086
-0.021484375,24.9977509193844
-0.02099609375,25.0008188809602
-0.0205078125,25.003886842536
-0.02001953125,25.0069548041117
-0.01953125,25.0100227656875
-0.01904296875,25.0130907272633
-0.0185546875,25.016158688839
-0.01806640625,25.0192266504148
-0.017578125,25.0222946119906
-0.01708984375,25.0253625735664
-0.0166015625,25.0284305351421
-0.01611328125,25.0314984967179
-0.015625,25.0345664582937
-0.01513671875,25.0376344198694
-0.0146484375,25.0407023814452
-0.01416015625,25.043770343021
-0.013671875,25.0468383045968
-0.01318359375,25.0499062661725
-0.0126953125,25.0529742277483
