Var1,Var2
0,0.000179533661736809
1,-6.87441800222336e-05
2,-0.00012694946966542
3,0.000165704630507638
4,2.15994724218132e-07
5,-0.000165138569096045
6,0.000126030495377244
7,6.7847320369339e-05
8,-0.000177793124660922
9,6.83061143800706e-05
10,0.000125397951526394
11,-0.000163034528777856
12,-6.39385181922186e-07
13,0.00016131145707768
14,-0.000122605032692214
15,-6.55924513764066e-05
16,0.000172434321067496
17,-6.64505580379541e-05
18,-0.000121216119433148
19,0.000156896022646762
20,1.03474399267407e-06
21,-0.0001539376223954
22,0.000116436221194853
23,6.18483498925812e-05
24,-0.000163022156161545
25,6.29735726885242e-05
26,0.000114019552779891
27,-0.000146758828087947
28,-1.37517467087935e-06
29,0.000142421345110513
30,-0.000107046060702173
31,-5.63543686600995e-05
32,0.000148745934891865
33,-5.75109184416764e-05
34,-0.000103127639268657
35,0.000131696432608641
36,1.61842418738768e-06
37,-0.000125746727063538
38,9.36274825259177e-05
39,4.86739628103634e-05
40,-0.000128262591274325
41,4.94628661183215e-05
42,8.74253581270405e-05
43,-0.000110197904877412
44,-1.69298787640886e-06
45,0.000102269615251646
46,-7.48791346546275e-05
47,-3.81077140720936e-05
48,9.94053251804286e-05
49,-3.78545781696635e-05
50,-6.51069593032683e-05
51,7.98191903956388e-05
52,1.47124459566981e-06
53,-6.93322648777652e-05
54,4.86996727729367e-05
55,2.35333543174366e-05
56,-5.86390855436245e-05
57,2.10713311402579e-05
58,3.31906036012165e-05
59,-3.65216867959329e-05
60,-7.13519002267158e-07
61,2.25286839218988e-05
62,-1.16043074668388e-05
63,-3.10285573894828e-06
64,-5.19647655194475e-17
65,3.66932498742959e-06
66,1.34478108465754e-05
67,-2.66487051336148e-05
68,-1.05762299570599e-06
69,4.57752701813718e-05
70,-4.24529747553516e-05
71,-2.63627105114305e-05
72,8.71070337868226e-05
73,-4.14475575905423e-05
74,-8.41405213799523e-05
75,0.00012239929885883
76,4.86653321926855e-06
77,-0.000149659092655454
78,0.000124647355460802
79,7.06741518779997e-05
80,-0.000222891865171367
81,0.000102298898069549
82,0.000197283326591836
83,-0.000275903488533421
84,-1.31367773172032e-05
85,0.000317380690753386
86,-0.000257479611123181
87,-0.000141350836442459
88,0.000449809624224416
89,-0.000208294880861433
90,-0.000393276351319294
91,0.000542857175684692
92,3.24257615659664e-05
93,-0.000612640308324008
94,0.000491901803652174
95,0.000263861036265842
96,-0.000869920723246172
97,0.000415947567529417
98,0.000775578647146095
99,-0.00106756226099542
100,-8.42916116111662e-05
101,0.00120522927841091
102,-0.00096460758406469
103,-0.000503677556665936
104,0.00178318991768495
105,-0.000907690370724362
106,-0.00167971394424231
107,0.00232768858654611
108,0.000265379538060243
109,-0.00268497236983802
110,0.00215500197009195
111,0.00106872552029126
112,-0.00442542973463745
113,0.00256689423800634
114,0.00476344429745886
115,-0.00679348091438898
116,-0.00135778529255991
117,0.00844112969710684
118,-0.00685403284845555
119,-0.0027013616464141
120,0.019542054922208
121,-0.0168979521645648
122,-0.034778410345803
123,0.0607198476575074
124,0.0494232375005293
125,-0.159041197874997
126,-0.0600185983841426
127,0.581920843113375
128,1
129,0.581920843113375
130,-0.0600185983841426
131,-0.159041197874997
132,0.0494232375005293
133,0.0607198476575074
134,-0.034778410345803
135,-0.0168979521645648
136,0.019542054922208
137,-0.0027013616464141
138,-0.00685403284845555
139,0.00844112969710684
140,-0.00135778529255991
141,-0.00679348091438898
142,0.00476344429745886
143,0.00256689423800636
144,-0.00442542973463745
145,0.00106872552029125
146,0.00215500197009195
147,-0.00268497236983802
148,0.000265379538060244
149,0.00232768858654612
150,-0.00167971394424231
151,-0.000907690370724363
152,0.00178318991768495
153,-0.000503677556665935
154,-0.000964607584064692
155,0.0012052292784109
156,-8.42916116111653e-05
157,-0.00106756226099542
158,0.000775578647146096
159,0.000415947567529386
160,-0.000869920723246172
161,0.000263861036265862
162,0.000491901803652175
163,-0.000612640308324009
164,3.24257615659688e-05
165,0.000542857175684691
166,-0.000393276351319296
167,-0.000208294880861433
168,0.000449809624224417
169,-0.00014135083644246
170,-0.000257479611123181
171,0.000317380690753386
172,-1.31367773172031e-05
173,-0.000275903488533419
174,0.000197283326591837
175,0.000102298898069536
176,-0.000222891865171367
177,7.0674151878018e-05
178,0.000124647355460803
179,-0.000149659092655455
180,4.8665332192685e-06
181,0.000122399298858828
182,-8.41405213799515e-05
183,-4.14475575905428e-05
184,8.71070337868222e-05
185,-2.63627105114309e-05
186,-4.24529747553532e-05
187,4.57752701813706e-05
188,-1.05762299570416e-06
189,-2.66487051336038e-05
190,1.34478108465773e-05
191,3.66932498744949e-06
192,-5.19647655194475e-17
193,-3.10285573895437e-06
194,-1.16043074668434e-05
195,2.25286839218903e-05
196,-7.13519002266955e-07
197,-3.65216867959309e-05
198,3.31906036012197e-05
199,2.10713311402575e-05
200,-5.86390855436241e-05
201,2.35333543174365e-05
202,4.86996727729366e-05
203,-6.93322648777626e-05
204,1.47124459567021e-06
205,7.98191903956433e-05
206,-6.51069593032688e-05
207,-3.78545781696512e-05
208,9.94053251804286e-05
209,-3.81077140720718e-05
210,-7.48791346546278e-05
211,0.000102269615251651
212,-1.69298787641123e-06
213,-0.000110197904877413
214,8.74253581270409e-05
215,4.94628661183218e-05
216,-0.000128262591274325
217,4.86739628103633e-05
218,9.36274825259186e-05
219,-0.00012574672706354
220,1.61842418738807e-06
221,0.000131696432608634
222,-0.000103127639268657
223,-5.75109184416836e-05
224,0.000148745934891865
225,-5.63543686601589e-05
226,-0.000107046060702172
227,0.000142421345110512
228,-1.37517467087883e-06
229,-0.000146758828087951
230,0.000114019552779888
231,6.29735726885246e-05
232,-0.000163022156161546
233,6.18483498925823e-05
234,0.000116436221194853
235,-0.0001539376223954
236,1.03474399267435e-06
237,0.000156896022646758
238,-0.000121216119433149
239,-6.6450558037941e-05
240,0.000172434321067496
241,-6.55924513764046e-05
242,-0.000122605032692214
243,0.000161311457077682
244,-6.39385181923861e-07
245,-0.000163034528777856
246,0.000125397951526394
247,6.83061143800702e-05
248,-0.000177793124660922
249,6.78473203693406e-05
250,0.000126030495377244
251,-0.000165138569096048
252,2.1599472422138e-07
253,0.000165704630507638
254,-0.000126949469665426
255,-6.87441800222596e-05
