c1,c2
-0.99609375,-4.43360176833849
-0.9921875,-3.93987507848318
-0.98828125,-3.37721092424453
-0.984375,-3.71238186051178
-0.98046875,-3.50257689831276
-0.9765625,-1.21191757665854
-0.97265625,-3.28094145878386
-0.96875,-4.07744476313765
-0.96484375,-4.14185533720414
-0.9609375,-4.23059281735862
-0.95703125,-2.27480934378095
-0.953125,-1.34725250891305
-0.94921875,-3.9836380103589
-0.9453125,-4.57994539921306
-0.94140625,-3.0704051203229
-0.9375,-4.70157156736145
-0.93359375,-4.45298139795401
-0.9296875,-5.97395639939074
-0.92578125,-6.36172262473379
-0.921875,-1.50339192131134
-0.91796875,-1.41921578975321
-0.9140625,-5.21380967453459
-0.91015625,-3.72785305388492
-0.90625,-3.74295210795699
-0.90234375,-3.08858403049639
-0.8984375,-2.11053040103027
-0.89453125,-1.95534787053699
-0.890625,-3.29692701963234
-0.88671875,-4.5044226062731
-0.8828125,-4.68304114681335
-0.87890625,-4.30830882033915
-0.875,-4.31756893282559
-0.87109375,-3.57945487109065
-0.8671875,-1.68583876882848
-0.86328125,-3.09735684839002
-0.859375,-5.60507448754329
-0.85546875,-4.75512014279882
-0.8515625,-5.3933962287101
-0.84765625,-3.08203779128714
-0.84375,-2.01908778598659
-0.83984375,-3.73822747482364
-0.8359375,-2.90521694319996
-0.83203125,-2.94363563046814
-0.828125,-3.77408090671384
-0.82421875,-4.20648976780308
-0.8203125,-5.16076732700307
-0.81640625,-3.0483167669983
-0.8125,-1.54771874448127
-0.80859375,-0.894963251551756
-0.8046875,-1.39897696701147
-0.80078125,-4.36962349061145
-0.796875,-4.99650986682739
-0.79296875,-6.50794158551666
-0.7890625,-6.3218847707701
-0.78515625,-3.82880074774505
-0.78125,-3.78912230788913
-0.77734375,-4.75335189827565
-0.7734375,-2.4902532926514
-0.76953125,-0.171739557144874
-0.765625,-1.49495360966989
-0.76171875,-5.86591600701096
-0.7578125,-4.80174500454854
-0.75390625,-3.21854460329201
-0.75,-5.16149100651831
-0.74609375,-3.03192312979623
-0.7421875,-3.29302091554093
-0.73828125,-5.07275605373418
-0.734375,-3.76227005128933
-0.73046875,-3.89015748145266
-0.7265625,-6.42907724466973
-0.72265625,-3.85580311959528
-0.71875,-3.26460263161376
-0.71484375,-0.964253074366898
-0.7109375,-2.29614070940016
-0.70703125,-3.49002695977367
-0.703125,-3.83879063872848
-0.69921875,-3.76807894429424
-0.6953125,-4.12463126432812
-0.69140625,-2.40157374541937
-0.6875,-2.37282232949593
-0.68359375,-3.44443546054772
-0.6796875,-4.57518284128939
-0.67578125,-4.95403380500411
-0.671875,-3.68612333686314
-0.66796875,-4.09174437681611
-0.6640625,-7.53845504605915
-0.66015625,-4.91416276540501
-0.65625,-5.66136663793275
-0.65234375,-6.99217183312096
-0.6484375,-4.82598879233899
-0.64453125,-4.26053293846893
-0.640625,-4.48707726864071
-0.63671875,-3.18949649303188
-0.6328125,-2.03576126118842
-0.62890625,-2.20173236234085
-0.625,-4.42793846267131
-0.62109375,-7.2797091808122
-0.6171875,-6.17749061503339
-0.61328125,-3.14047931134596
-0.609375,-2.25653231108838
-0.60546875,-3.88602885251087
-0.6015625,-3.87671829960647
-0.59765625,-1.87843490952774
-0.59375,-3.13550587919756
-0.58984375,-2.54218306963825
-0.5859375,-0.931536745879822
-0.58203125,-2.00506266931321
-0.578125,-1.68103953397578
-0.57421875,-1.92976509419662
-0.5703125,-3.38248563432253
-0.56640625,-1.87566889315272
-0.5625,-0.633680835670317
-0.55859375,-1.79389525141894
-0.5546875,-2.20216821951179
-0.55078125,-3.5457408429627
-0.546875,-2.37780006708883
-0.54296875,-3.4599481916968
-0.5390625,-6.16508108112044
-0.53515625,-4.13084210223119
-0.53125,-2.18878020938679
-0.52734375,-1.75438244089428
-0.5234375,-2.21000821154235
-0.51953125,-1.84944675769406
-0.515625,-0.649081928123419
-0.51171875,-2.04423072177265
-0.5078125,-3.33087000672785
-0.50390625,-1.50217838142613
-0.5,-4.93699994729708
-0.49609375,-6.46051808906248
-0.4921875,-5.50577969206403
-0.48828125,-3.0137786703412
-0.484375,-3.3962106208903
-0.48046875,-3.31626971530019
-0.4765625,-5.73929498081891
-0.47265625,-5.88456953800567
-0.46875,-6.41898785777544
-0.46484375,-4.98018156469972
-0.4609375,-3.78319101964255
-0.45703125,-2.72825816954055
-0.453125,-5.79105093816886
-0.44921875,-4.70928231275376
-0.4453125,-4.81603338479638
-0.44140625,-2.85669493455628
-0.4375,-3.82504759834903
-0.43359375,-2.43781903498778
-0.4296875,-4.34930430434701
-0.42578125,-4.79035947282028
-0.421875,-2.50534516327941
-0.41796875,-2.87868657405764
-0.4140625,-2.55470468581491
-0.41015625,-4.84015798972296
-0.40625,-4.32771717174042
-0.40234375,-3.83910305637648
-0.3984375,-4.81767220548843
-0.39453125,-4.86916725377065
-0.390625,-3.70288807284651
-0.38671875,-3.05800796698945
-0.3828125,-3.5883622342635
-0.37890625,-5.14369342133341
-0.375,-2.87661398782779
-0.37109375,-2.2915329530743
-0.3671875,-3.33061147674044
-0.36328125,-3.8904256113755
-0.359375,-3.7204129191551
-0.35546875,-2.69900312454863
-0.3515625,-4.0315785426275
-0.34765625,-2.57000798455318
-0.34375,-2.63058988970743
-0.33984375,-4.4247901382488
-0.3359375,-3.74379942439114
-0.33203125,-3.37420449868113
-0.328125,-6.76642571220976
-0.32421875,-6.10878174760068
-0.3203125,-4.25752860119554
-0.31640625,-3.60960343244102
-0.3125,-5.22063718560512
-0.30859375,-3.1350217944731
-0.3046875,-4.78558902215794
-0.30078125,-3.64382193742126
-0.296875,-3.45212902253761
-0.29296875,-4.33008635583182
-0.2890625,-4.26843372450399
-0.28515625,-3.40748840419708
