c1,c2
-0.99609375,-51.8503109498602
-0.9921875,-54.813351293301
-0.98828125,-52.020248212901
-0.984375,-54.9915511321691
-0.98046875,-55.1029202494897
-0.9765625,-52.7003713896074
-0.97265625,-52.6382795184343
-0.96875,-51.4999128888047
-0.96484375,-52.1312361762251
-0.9609375,-53.4143814611625
-0.95703125,-52.6596311238768
-0.953125,-54.6801582795831
-0.94921875,-53.8860955878788
-0.9453125,-50.3348941537112
-0.94140625,-54.7238985807511
-0.9375,-49.9276538672108
-0.93359375,-51.3711319720147
-0.9296875,-52.6246186814321
-0.92578125,-52.0282254021379
-0.921875,-54.7986868332647
-0.91796875,-55.0903451455839
-0.9140625,-55.3188664832066
-0.91015625,-54.2516649200161
-0.90625,-51.6723502766599
-0.90234375,-51.2824524898118
-0.8984375,-51.0225792767847
-0.89453125,-51.1743815383721
-0.890625,-50.4658206605301
-0.88671875,-51.3016538084604
-0.8828125,-51.2158642483692
-0.87890625,-52.7224305385736
-0.875,-52.0526476900592
-0.87109375,-52.1275677332249
-0.8671875,-51.3480366634497
-0.86328125,-51.6051044615927
-0.859375,-51.7748374329844
-0.85546875,-52.2496017844505
-0.8515625,-54.1472519032203
-0.84765625,-53.3139934086166
-0.84375,-50.6836624417321
-0.83984375,-53.1514598636924
-0.8359375,-49.9525142823
-0.83203125,-49.2344924580924
-0.828125,-47.9008153259959
-0.82421875,-49.0411083867597
-0.8203125,-50.7104336893591
-0.81640625,-54.4777080876825
-0.8125,-52.2203830242466
-0.80859375,-53.3447579206417
-0.8046875,-53.4305493374306
-0.80078125,-52.112427694977
-0.796875,-49.5343564922778
-0.79296875,-51.5699469562477
-0.7890625,-47.1848124543996
-0.78515625,-48.3957960645134
-0.78125,-48.4013146980988
-0.77734375,-47.5382922515053
-0.7734375,-48.544410649815
-0.76953125,-51.1686234611206
-0.765625,-48.2688911913464
-0.76171875,-48.4770694023076
-0.7578125,-50.2202812434177
-0.75390625,-49.3912491309668
-0.75,-51.3817847755994
