c1,c2
0,-0.799278296075617
0.5,0.0846959618545446
1,0.184628514573667
1.5,0.197879192782588
2,0.17643942288921
2.5,0.180265747618179
3,0.194341061112064
3.5,0.0256360974362414
4,-0.185632451970518
4.5,-0.264724975389857
5,-0.17403662125344
5.5,0.0160025862839475
6,0.172943028790939
6.5,0.222588671870345
7,0.184735290357454
7.5,0.134934274756178
8,0.16294572285129
8.5,0.247481726425624
9,0.196073913367854
9.5,-0.049794003187012
10,-0.197141044087929
10.5,-0.0403627180788152
11,0.190645465768729
11.5,0.241726838165175
12,0.173509843352631
12.5,0.130239262190386
13,0.164935762075308
13.5,0.250291439997642
14,0.204361065492305
14.5,-0.0653189498233981
15,-0.217399003267439
15.5,0.0140087253553116
16,0.22345850028491
16.5,0.0188923474613994
17,-0.222073130364501
17.5,-0.0655835608703978
18,0.213886072696352
18.5,0.242334576967166
19,0.152770553885035
19.5,0.154132285495455
20,0.18746818597317
20.5,0.18611626875281
21,0.177922180336916
21.5,0.163017841552271
22,0.167357348860786
22.5,0.215245330243977
23,0.189476398036113
23.5,0.0036841332905727
24,-0.190648142561592
24.5,-0.222399625214017
25,-0.163212754539847
25.5,-0.158904122125744
26,-0.18805654646459
26.5,-0.180545640086698
27,-0.168564540289192
27.5,-0.182714556064813
28,-0.182943165216914
28.5,-0.161462903339148
29,-0.17123636882389
29.5,-0.212692448921874
30,-0.184028447550301
30.5,-0.0164175116990255
31,0.18494507517614
31.5,0.254509152467956
32,0.167243795146475
32.5,0.00637897936357796
33,-0.166277907317583
33.5,-0.270762355353556
34,-0.188575655953573
34.5,0.0508275875979264
35,0.19112604553583
35.5,0.0529198843952509
36,-0.19172207789715
36.5,-0.269491904912994
37,-0.161729592573403
37.5,0.000383663935607231
38,0.1628155384443
38.5,0.268995451437536
39,0.191268691942134
39.5,-0.0510727458513913
40,-0.190796872507194
40.5,-0.0524296235992968
41,0.189851357271031
41.5,0.271286343826137
42,0.161734849540525
42.5,-0.00188907810690597
43,-0.157135866935292
43.5,-0.271310730544378
44,-0.19953800480202
44.5,0.0625188308997307
45,0.200075491914379
45.5,0.0275187870970217
46,-0.197632866109478
46.5,-0.219931014276442
47,-0.159121934284403
47.5,-0.185895238044279
48,-0.19276909468491
48.5,-0.0289068766807749
49,0.19334137233
49.5,0.25977994067537
50,0.158483866915917
50.5,0.00825819470654223
51,-0.154413061531143
