c1,c2
0,-0.799278296075617
0.125,-0.511744765760854
0.25,-0.2552092309259
0.375,-0.0529249380380288
0.5,0.0846959618545446
0.625,0.16112815093226
0.75,0.190626219946541
0.875,0.192445012430647
1,0.184628514573667
1.125,0.179441300096703
1.25,0.181623588424056
1.375,0.18948463613746
1.5,0.197879192782588
1.625,0.201646208586436
1.75,0.198200392800378
1.875,0.188514059340736
2,0.17643942288921
2.125,0.166918868017771
2.25,0.163924178938951
2.375,0.16891161412804
2.5,0.180265747618179
2.625,0.193791265680452
2.75,0.203959044337708
2.875,0.205424965915061
3,0.194341061112064
3.125,0.169126118409358
3.25,0.130581321380667
3.375,0.0814470044809054
3.5,0.0256360974362414
3.625,-0.0325841276987324
3.75,-0.0892485658898714
3.875,-0.141083887500795
4,-0.185632451970518
4.125,-0.22118350771831
4.25,-0.246614566066638
4.375,-0.261239426938406
4.5,-0.264724975389857
4.625,-0.257090178458809
4.75,-0.238758506781224
4.875,-0.210616462766146
5,-0.17403662125344
5.125,-0.130840829465408
5.25,-0.0831973612116166
5.375,-0.0334631090772586
5.5,0.0160025862839475
5.625,0.0630183686324188
5.75,0.105726926729472
5.875,0.142691896328464
6,0.172943028790939
6.125,0.195973468335249
6.25,0.211697707933375
6.375,0.220385167053631
6.5,0.222588671870345
6.625,0.219084427303722
6.75,0.210831958706963
6.875,0.198954632643701
7,0.184735290357454
7.125,0.169614576165399
7.25,0.155172197267015
7.375,0.143069022905571
7.5,0.134934274756178
7.625,0.132194851632767
7.75,0.135858804723035
7.875,0.146280076396977
8,0.16294572285129
8.125,0.184336888729858
8.25,0.207915761425535
8.375,0.230277896320138
8.5,0.247481726425624
8.625,0.255530820053342
8.75,0.250950720848829
8.875,0.231378954335461
9,0.196073913367854
9.125,0.146244848443348
9.25,0.0851181564909361
9.375,0.0176938439635605
9.5,-0.049794003187012
9.625,-0.1106387589372
9.75,-0.158530936964434
9.875,-0.188406115362128
10,-0.197141044087929
10.125,-0.18398181961018
10.25,-0.150624999850815
10.375,-0.100936027413821
10.5,-0.0403627180788152
10.625,0.0248431625055386
10.75,0.0884620618596863
10.875,0.145073266990935
11,0.190645465768729
11.125,0.222874882254147
11.25,0.241238417034742
11.375,0.246783713037624
11.5,0.241726838165175
11.625,0.228954421385978
11.75,0.211527985510186
11.875,0.192272907292362
12,0.173509843352631
12.125,0.156953082584993
12.25,0.143760468210303
